Model,Tumor Type,Treatment,Volume (mm3),body weight (g),Days Post T0,% TVol Difference,% BW Difference
X-010,GC,binimetinib,480.5,20.7,34.0,63.8,-10.8
X-010,GC,binimetinib,539.9,19.6,37.0,84.1,-15.5
X-010,GC,binimetinib,681.8,18.9,41.0,132.5,-18.5
X-010,GC,binimetinib,607.2,17.9,44.0,107.0,-22.8
X-010,GC,binimetinib,541.5,19.1,48.0,84.6,-17.7
X-010,GC,binimetinib,617.4,18.9,52.0,110.5,-18.5
X-010,GC,binimetinib,784.9,20.4,58.0,167.6,-12.1
X-010,GC,everolimus,223.3,22.9,0.0,0.0,0.0
X-010,GC,everolimus,304.4,22.8,4.0,36.3,-0.4
X-010,GC,everolimus,365.5,21.6,11.0,63.7,-5.7
X-010,GC,everolimus,354.2,20.8,14.0,58.6,-9.2
X-010,GC,everolimus,502.1,20.2,18.0,124.9,-11.8
X-010,GC,everolimus,536.0,19.9,21.0,140.0,-13.1
X-010,GC,everolimus,555.2,19.5,25.0,148.6,-14.8
X-010,GC,everolimus,633.4,19.6,28.0,183.7,-14.4
X-010,GC,everolimus,629.6,18.2,32.0,182.0,-20.5
X-010,GC,everolimus,712.2,17.9,35.0,218.9,-21.8
X-010,GC,everolimus,946.3,18.8,38.0,323.8,-17.9
X-010,GC,trastuzumab,200.3,25.0,0.0,0.0,0.0
X-010,GC,trastuzumab,211.3,25.3,4.0,5.5,1.2
X-010,GC,trastuzumab,269.6,26.0,7.0,34.6,4.0
X-010,GC,trastuzumab,288.4,25.3,11.0,44.0,1.2
X-010,GC,trastuzumab,379.2,25.4,14.0,89.3,1.6
X-010,GC,trastuzumab,563.5,25.9,18.0,181.3,3.6
X-010,GC,trastuzumab,511.2,26.4,21.0,155.2,5.6
X-010,GC,trastuzumab,599.7,25.8,24.0,199.4,3.2
X-010,GC,trastuzumab,750.9,25.3,30.0,274.9,1.2
X-010,GC,trastuzumab,905.9,26.0,34.0,352.3,4.0
X-010,GC,trastuzumab,991.2,25.2,38.0,394.9,0.8
X-010,GC,trastuzumab,1126.0,24.4,41.0,462.2,-2.4
X-010,GC,trastuzumab,1469.3,24.0,46.0,633.5,-4.0
X-010,GC,untreated,250.4,23.7,0.0,0.0,0.0
X-010,GC,untreated,281.0,25.0,3.0,12.2,5.5
X-010,GC,untreated,313.1,,6.0,25.0,5.5
X-010,GC,untreated,344.1,23.9,9.0,37.4,0.8
X-010,GC,untreated,305.0,23.2,12.0,21.8,-2.1
X-010,GC,untreated,447.2,24.1,15.0,78.6,1.7
X-010,GC,untreated,559.9,25.1,19.0,123.6,5.9
X-010,GC,untreated,862.1,24.0,24.0,244.3,1.3
X-010,GC,untreated,1115.5,24.5,28.0,345.5,3.4
X-010,GC,untreated,1712.6,24.6,33.0,583.9,3.8
X-011,GC,BGJ398,200.5,20.0,0.0,0.0,0.0
X-011,GC,BGJ398,196.6,19.8,2.0,-1.9,-1.0
X-011,GC,BGJ398,263.6,20.1,6.0,31.5,0.5
X-011,GC,BGJ398,337.2,20.5,9.0,68.2,2.5
X-011,GC,BGJ398,368.8,20.8,13.0,83.9,4.0
X-011,GC,BGJ398,432.0,20.3,16.0,115.5,1.5
X-011,GC,BGJ398,567.3,20.4,20.0,182.9,2.0
X-011,GC,BGJ398,787.2,19.5,24.0,292.6,-2.5
X-011,GC,BKM120,201.7,22.8,0.0,0.0,0.0
X-011,GC,BKM120,216.1,23.8,3.0,7.1,4.4
X-011,GC,BKM120,275.5,24.4,8.0,36.6,7.0
X-011,GC,BKM120,345.1,24.7,12.0,71.1,8.3
X-011,GC,BKM120,382.8,24.5,17.0,89.8,7.5
X-011,GC,BKM120,495.8,24.7,21.0,145.8,8.3
X-011,GC,BKM120,594.8,25.2,25.0,194.9,10.5
X-011,GC,BKM120,678.1,25.4,29.0,236.2,11.4
X-011,GC,BKM120,799.6,25.7,32.0,296.4,12.7
X-011,GC,BKM120,854.7,26.5,36.0,323.7,16.2
X-011,GC,BKM120,875.0,26.1,39.0,333.8,14.5
X-011,GC,BKM120,1057.0,24.6,44.0,424.0,7.9
X-011,GC,BKM120,1229.6,24.2,50.0,509.6,6.1
X-011,GC,BKM120,1123.8,24.3,55.0,457.2,6.6
X-011,GC,BKM120,1408.3,23.2,60.0,598.2,1.8
X-011,GC,BYL719 + LJM716,222.8,23.5,0.0,0.0,0.0
X-011,GC,BYL719 + LJM716,200.3,22.3,4.0,-10.1,-5.1
X-011,GC,BYL719 + LJM716,284.9,22.2,7.0,27.9,-5.5
X-011,GC,BYL719 + LJM716,245.8,20.4,11.0,10.3,-13.2
X-011,GC,BYL719 + LJM716,253.4,20.5,14.0,13.7,-12.8
X-011,GC,BYL719 + LJM716,307.3,19.3,18.0,37.9,-17.9
X-011,GC,BYL719 + LJM716,313.4,18.6,21.0,40.7,-20.9
X-011,GC,BYL719 + LJM716,265.2,17.9,25.0,19.0,-23.8
X-011,GC,BYL719 + HSP990,235.7,24.1,0.0,0.0,0.0
X-011,GC,BYL719 + HSP990,217.5,24.4,5.0,-7.7,1.2
X-011,GC,BYL719 + HSP990,273.4,22.2,9.0,16.0,-7.9
X-011,GC,BYL719 + HSP990,315.6,22.9,15.0,33.9,-5.0
X-011,GC,BYL719 + HSP990,323.3,24.4,20.0,37.2,1.2
X-011,GC,BYL719 + HSP990,444.0,25.5,23.0,88.4,5.8
X-011,GC,BYL719 + HSP990,463.2,25.8,29.0,96.5,7.1
X-011,GC,BYL719 + HSP990,551.9,26.5,34.0,134.2,10.0
X-011,GC,BYL719 + HSP990,695.4,24.3,37.0,195.0,0.8
X-011,GC,BYL719 + HSP990,568.1,25.5,41.0,141.0,5.8
X-011,GC,BYL719 + HSP990,442.4,25.0,44.0,87.7,3.7
X-011,GC,BYL719 + HSP990,693.4,25.9,48.0,194.2,7.5
X-011,GC,BYL719 + HSP990,632.1,24.5,52.0,168.2,1.7
X-011,GC,BYL719 + HSP990,634.3,25.0,58.0,169.1,3.7
X-011,GC,BYL719 + HSP990,698.5,25.0,65.0,196.4,3.7
X-011,GC,BYL719 + HSP990,1002.9,23.8,69.0,325.5,-1.2
X-011,GC,BYL719,202.4,24.1,0.0,0.0,0.0
X-011,GC,BYL719,247.0,24.7,3.0,22.0,2.5
X-011,GC,BYL719,267.4,24.0,8.0,32.1,-0.4
X-011,GC,BYL719,418.7,25.2,12.0,106.9,4.6
X-011,GC,BYL719,434.4,24.6,17.0,114.6,2.1
X-011,GC,BYL719,510.1,26.2,21.0,152.0,8.7
X-011,GC,BYL719,572.0,24.6,25.0,182.6,2.1
X-011,GC,BYL719,708.8,26.1,29.0,250.2,8.3
X-011,GC,BYL719,718.5,26.2,32.0,255.0,8.7
X-011,GC,BYL719,833.5,25.9,36.0,311.8,7.5
X-011,GC,BYL719,934.7,26.1,39.0,361.8,8.3
X-011,GC,BYL719,940.6,25.3,44.0,364.7,5.0
X-011,GC,BYL719,1022.2,24.1,50.0,405.0,0.0
X-011,GC,BYL719,1275.6,23.4,55.0,530.2,-2.9
X-011,GC,BYL719,1264.9,23.6,60.0,525.0,-2.1
X-011,GC,CLR457,203.0,23.4,0.0,0.0,0.0
X-011,GC,CLR457,200.7,23.2,6.0,-1.1,-0.9
X-011,GC,CLR457,191.0,23.2,9.0,-5.9,-0.9
X-011,GC,CLR457,156.4,21.9,13.0,-23.0,-6.4
X-011,GC,CLR457,163.6,21.2,16.0,-19.4,-9.4
X-011,GC,CLR457,182.8,21.3,20.0,-10.0,-9.0
X-011,GC,CLR457,204.7,23.0,23.0,0.8,-1.7
X-011,GC,CLR457,221.3,21.8,27.0,9.0,-6.8
X-011,GC,CLR457,165.8,20.6,30.0,-18.3,-12.0
X-011,GC,HDM201,224.1,21.4,0.0,0.0,0.0
X-011,GC,HDM201,310.5,20.4,5.0,38.6,-4.7
X-011,GC,HDM201,345.2,20.9,8.0,54.0,-2.3
X-011,GC,HDM201,382.2,18.1,12.0,70.5,-15.4
X-011,GC,HDM201,399.0,18.9,16.0,78.0,-11.7
X-011,GC,HDM201,455.1,19.3,19.0,103.1,-9.8
X-011,GC,HDM201,486.0,20.1,22.0,116.9,-6.1
X-011,GC,HDM201,540.5,17.3,26.0,141.2,-19.2
X-011,GC,"figitumumab""",202.7,20.9,0.0,0.0,0.0
X-011,GC,"figitumumab""",226.1,21.4,5.0,11.5,2.4
X-011,GC,"figitumumab""",244.8,21.1,8.0,20.8,1.0
X-011,GC,"figitumumab""",293.9,20.2,12.0,45.0,-3.3
X-011,GC,"figitumumab""",361.2,20.2,16.0,78.2,-3.3
X-011,GC,"figitumumab""",410.6,20.1,19.0,102.6,-3.8
X-011,GC,"figitumumab""",473.9,19.4,22.0,133.8,-7.2
X-011,GC,"figitumumab""",571.1,19.4,26.0,181.7,-7.2
X-011,GC,HSP990,222.9,25.7,0.0,0.0,0.0
X-011,GC,HSP990,190.3,25.1,2.0,-14.6,-2.3
X-011,GC,HSP990,291.3,25.6,6.0,30.7,-0.4
X-011,GC,HSP990,490.0,26.1,9.0,119.8,1.6
X-011,GC,HSP990,880.1,27.5,13.0,294.8,7.0
X-011,GC,HSP990,886.5,25.2,16.0,297.7,-1.9
X-011,GC,HSP990,1046.2,26.0,20.0,369.4,1.2
X-011,GC,HSP990,1155.6,26.7,24.0,418.4,3.9
X-011,GC,INC280 + trastuzumab,269.4,20.6,0.0,0.0,0.0
X-011,GC,INC280 + trastuzumab,336.4,20.0,6.0,24.9,-2.9
X-011,GC,INC280 + trastuzumab,366.4,19.2,9.0,36.0,-6.8
X-011,GC,INC280 + trastuzumab,476.9,19.8,13.0,77.0,-3.9
X-011,GC,INC280 + trastuzumab,451.0,20.2,16.0,67.4,-1.9
X-011,GC,INC280 + trastuzumab,373.9,20.1,20.0,38.8,-2.4
X-011,GC,INC280 + trastuzumab,482.1,18.7,23.0,79.0,-9.2
X-011,GC,INC280 + trastuzumab,444.8,19.8,27.0,65.1,-3.9
X-011,GC,INC280 + trastuzumab,609.0,19.7,30.0,126.1,-4.4
X-011,GC,INC280,212.1,20.9,0.0,0.0,0.0
X-011,GC,INC280,257.2,22.1,6.0,21.3,5.7
X-011,GC,INC280,300.6,21.3,9.0,41.7,1.9
X-011,GC,INC280,368.8,20.6,13.0,73.9,-1.4
X-011,GC,INC280,360.7,20.2,16.0,70.1,-3.3
X-011,GC,INC280,455.4,20.3,20.0,114.7,-2.9
X-011,GC,INC280,594.1,20.3,23.0,180.1,-2.9
X-011,GC,INC280,647.0,20.6,27.0,205.0,-1.4
X-011,GC,INC280,966.4,20.6,30.0,355.6,-1.4
X-011,GC,LEE011,203.4,20.5,0.0,0.0,0.0
X-011,GC,LEE011,203.1,21.3,2.0,-0.1,3.9
X-011,GC,LEE011,213.5,20.9,6.0,5.0,2.0
X-011,GC,LEE011,304.1,20.7,9.0,49.5,1.0
X-011,GC,LEE011,344.7,21.5,13.0,69.5,4.9
X-011,GC,LEE011,388.7,22.0,16.0,91.1,7.3
X-011,GC,LEE011,364.9,19.7,20.0,79.4,-3.9
X-011,GC,LEE011,479.0,20.1,24.0,135.5,-2.0
X-011,GC,LEE011 + everolimus,212.3,23.1,0.0,0.0,0.0
X-011,GC,LEE011 + everolimus,199.3,22.3,2.0,-6.1,-3.5
X-011,GC,LEE011 + everolimus,353.5,22.2,6.0,66.5,-3.9
X-011,GC,LEE011 + everolimus,345.2,21.0,9.0,62.6,-9.1
X-011,GC,LEE011 + everolimus,311.1,20.5,13.0,46.5,-11.3
X-011,GC,LEE011 + everolimus,416.6,20.4,17.0,96.2,-11.7
X-011,GC,LEE011 + everolimus,472.8,20.5,23.0,122.7,-11.3
X-011,GC,LEE011 + everolimus,475.0,21.0,28.0,123.7,-9.1
X-011,GC,LEE011 + everolimus,527.4,21.6,31.0,148.4,-6.5
X-011,GC,LEE011 + everolimus,538.8,22.0,34.0,153.8,-4.8
X-011,GC,LEE011 + everolimus,630.1,21.4,37.0,196.8,-7.4
X-011,GC,LEE011 + everolimus,675.0,20.5,42.0,217.9,-11.3
X-011,GC,LJM716 + trastuzumab,212.7,23.2,0.0,0.0,0.0
X-011,GC,LJM716 + trastuzumab,240.0,21.9,6.0,12.8,-5.6
X-011,GC,LJM716 + trastuzumab,307.6,21.8,9.0,44.6,-6.0
X-011,GC,LJM716 + trastuzumab,335.4,21.1,13.0,57.7,-9.1
X-011,GC,LJM716 + trastuzumab,438.3,22.0,16.0,106.1,-5.2
X-011,GC,LJM716 + trastuzumab,556.3,21.4,20.0,161.5,-7.8
X-011,GC,LJM716 + trastuzumab,533.2,22.1,23.0,150.7,-4.7
X-011,GC,LJM716 + trastuzumab,656.7,21.9,27.0,208.7,-5.6
X-011,GC,LJM716 + trastuzumab,738.1,21.0,30.0,247.0,-9.5
X-011,GC,LJM716,218.2,19.3,0.0,0.0,0.0
X-011,GC,LJM716,266.8,18.0,6.0,22.3,-6.7
X-011,GC,LJM716,326.0,18.2,9.0,49.4,-5.7
X-011,GC,LJM716,381.9,17.6,13.0,75.0,-8.8
X-011,GC,LJM716,440.3,17.2,16.0,101.8,-10.9
X-011,GC,LJM716,558.1,17.8,20.0,155.8,-7.8
X-011,GC,LJM716,643.3,18.4,23.0,194.8,-4.7
X-011,GC,LJM716,756.9,19.1,27.0,246.9,-1.0
X-011,GC,LJM716,947.6,18.6,30.0,334.3,-3.6
X-011,GC,LLM871,247.6,24.6,0.0,0.0,0.0
X-011,GC,LLM871,292.4,24.8,2.0,18.1,0.8
X-011,GC,LLM871,462.8,25.6,6.0,86.9,4.1
X-011,GC,LLM871,622.0,25.7,9.0,151.2,4.5
X-011,GC,LLM871,867.2,26.9,13.0,250.2,9.3
X-011,GC,LLM871,1096.2,25.6,16.0,342.7,4.1
X-011,GC,LLM871,1239.0,26.1,20.0,400.4,6.1
X-011,GC,LLM871,1367.0,26.5,24.0,452.1,7.7
X-011,GC,binimetinib,215.7,26.0,0.0,0.0,0.0
X-011,GC,binimetinib,161.2,26.8,2.0,-25.3,3.1
X-011,GC,binimetinib,229.0,27.5,8.0,6.2,5.8
X-011,GC,binimetinib,379.0,27.0,13.0,75.7,3.8
X-011,GC,binimetinib,380.3,26.3,16.0,76.3,1.2
X-011,GC,binimetinib,360.9,26.2,19.0,67.3,0.8
X-011,GC,binimetinib,395.7,26.4,22.0,83.4,1.5
X-011,GC,binimetinib,403.0,26.8,27.0,86.8,3.1
X-011,GC,binimetinib,498.6,26.0,30.0,131.2,0.0
X-011,GC,binimetinib,385.6,27.1,34.0,78.8,4.2
X-011,GC,binimetinib,430.3,26.5,37.0,99.5,1.9
X-011,GC,binimetinib,482.0,26.2,41.0,123.5,0.8
X-011,GC,binimetinib,613.2,25.5,45.0,184.3,-1.9
X-011,GC,binimetinib,491.5,26.7,51.0,127.9,2.7
X-011,GC,binimetinib,719.8,26.1,58.0,233.7,0.4
X-011,GC,binimetinib,575.5,26.4,62.0,166.8,1.5
X-011,GC,binimetinib,686.9,26.9,68.0,218.5,3.5
X-011,GC,everolimus,225.3,20.3,0.0,0.0,0.0
X-011,GC,everolimus,246.1,19.9,4.0,9.2,-2.0
X-011,GC,everolimus,281.6,20.4,7.0,25.0,0.5
X-011,GC,everolimus,330.8,20.2,11.0,46.8,-0.5
X-011,GC,everolimus,324.5,20.0,14.0,44.0,-1.5
X-011,GC,everolimus,330.2,20.1,18.0,46.6,-1.0
X-011,GC,everolimus,382.2,20.2,21.0,69.6,-0.5
X-011,GC,everolimus,367.3,20.1,25.0,63.0,-1.0
X-011,GC,everolimus,445.4,20.2,29.0,97.7,-0.5
X-011,GC,trastuzumab,236.4,18.5,0.0,0.0,0.0
X-011,GC,trastuzumab,244.2,18.5,2.0,3.3,0.0
X-011,GC,trastuzumab,394.3,18.6,6.0,66.8,0.5
X-011,GC,trastuzumab,547.8,18.4,9.0,131.7,-0.5
X-011,GC,trastuzumab,766.0,18.2,13.0,224.0,-1.6
X-011,GC,trastuzumab,845.9,17.2,16.0,257.8,-7.0
X-011,GC,trastuzumab,1170.4,16.1,20.0,395.1,-13.0
X-011,GC,trastuzumab,1282.4,16.5,24.0,442.5,-10.8
X-015,GC,BGJ398,206.1,22.0,0.0,0.0,0.0
X-015,GC,BGJ398,197.8,23.4,4.0,-4.0,6.4
X-015,GC,BGJ398,408.2,22.7,11.0,98.1,3.2
X-015,GC,BGJ398,509.3,22.7,14.0,147.1,3.2
X-015,GC,BGJ398,720.1,23.2,18.0,249.4,5.5
X-015,GC,BGJ398,804.4,24.4,21.0,290.3,10.9
X-015,GC,BGJ398,873.7,23.7,25.0,323.9,7.7
X-015,GC,BGJ398,960.5,24.5,28.0,366.0,11.4
X-015,GC,BGJ398,1046.7,24.0,32.0,407.9,9.1
X-015,GC,BGJ398,1040.7,24.3,35.0,404.9,10.5
X-015,GC,BGJ398,1183.6,24.0,38.0,474.3,9.1
X-015,GC,BGJ398,1206.4,21.8,44.0,485.3,-0.9
X-015,GC,BGJ398,1458.4,22.4,48.0,607.6,1.8
X-015,GC,BKM120,243.7,24.4,0.0,0.0,0.0
X-015,GC,BKM120,213.2,22.3,4.0,-12.5,-8.6
X-015,GC,BKM120,361.4,24.6,11.0,48.3,0.8
X-015,GC,BKM120,438.9,24.0,14.0,80.1,-1.6
X-015,GC,BKM120,540.2,24.9,18.0,121.7,2.0
X-015,GC,BKM120,512.3,24.3,21.0,110.2,-0.4
X-015,GC,BKM120,611.2,24.8,25.0,150.8,1.6
X-015,GC,BKM120,626.4,25.4,28.0,157.0,4.1
X-015,GC,BKM120,794.0,25.6,32.0,225.8,4.9
X-015,GC,BKM120,807.6,24.8,35.0,231.4,1.6
X-015,GC,BKM120,844.8,23.6,38.0,246.7,-3.3
X-015,GC,BKM120,891.9,25.1,44.0,266.0,2.9
X-015,GC,BKM120,1042.9,25.5,48.0,327.9,4.5
X-015,GC,BKM120,1149.8,25.9,52.0,371.8,6.1
X-015,GC,BYL719 + HSP990,229.5,25.2,0.0,0.0,0.0
X-015,GC,BYL719 + HSP990,358.4,26.5,5.0,56.2,5.2
X-015,GC,BYL719 + HSP990,316.9,21.9,10.0,38.1,-13.1
X-015,GC,BYL719 + HSP990,301.8,24.0,14.0,31.5,-4.8
X-015,GC,BYL719 + HSP990,354.8,25.0,18.0,54.6,-0.8
X-015,GC,BYL719 + HSP990,439.1,25.9,21.0,91.3,2.8
X-015,GC,BYL719 + HSP990,394.9,26.3,25.0,72.1,4.4
X-015,GC,BYL719 + HSP990,529.9,26.0,28.0,130.9,3.2
X-015,GC,BYL719 + HSP990,491.9,25.3,32.0,114.3,0.4
X-015,GC,BYL719 + HSP990,472.0,24.6,36.0,105.7,-2.4
X-015,GC,BYL719 + HSP990,544.4,24.7,42.0,137.2,-2.0
X-015,GC,BYL719 + HSP990,662.7,25.1,47.0,188.8,-0.4
X-015,GC,BYL719 + HSP990,656.7,24.5,50.0,186.1,-2.8
X-015,GC,BYL719 + HSP990,550.6,24.1,53.0,139.9,-4.4
X-015,GC,BYL719 + HSP990,633.8,23.6,56.0,176.2,-6.3
X-015,GC,BYL719 + HSP990,716.7,21.5,61.0,212.3,-14.7
X-015,GC,BYL719,215.7,21.1,0.0,0.0,0.0
X-015,GC,BYL719,226.1,22.7,5.0,4.8,7.6
X-015,GC,BYL719,233.9,22.4,8.0,8.4,6.2
X-015,GC,BYL719,250.8,22.1,12.0,16.3,4.7
X-015,GC,BYL719,257.2,22.8,15.0,19.2,8.1
X-015,GC,BYL719,278.6,22.7,19.0,29.2,7.6
X-015,GC,BYL719,272.9,23.2,22.0,26.5,10.0
X-015,GC,BYL719,329.5,22.7,26.0,52.8,7.6
X-015,GC,BYL719,307.9,22.2,29.0,42.7,5.2
X-015,GC,BYL719,357.9,22.0,32.0,65.9,4.3
X-015,GC,BYL719,336.5,22.3,38.0,56.0,5.7
X-015,GC,BYL719,410.7,21.9,42.0,90.4,3.8
X-015,GC,BYL719,446.8,21.0,46.0,107.1,-0.5
X-015,GC,BYL719,446.5,21.3,49.0,107.0,0.9
X-015,GC,BYL719,497.8,21.7,54.0,130.8,2.8
X-015,GC,BYL719,579.4,21.6,58.0,168.6,2.4
X-015,GC,BYL719,677.1,22.4,63.0,213.9,6.2
X-015,GC,BYL719,711.5,20.6,67.0,229.9,-2.4
X-015,GC,BYL719 + LJM716,211.2,23.7,0.0,0.0,0.0
X-015,GC,BYL719 + LJM716,228.3,22.4,3.0,8.1,-5.5
X-015,GC,BYL719 + LJM716,236.9,22.9,10.0,12.2,-3.4
X-015,GC,BYL719 + LJM716,235.5,22.1,14.0,11.5,-6.8
X-015,GC,BYL719 + LJM716,110.3,20.9,16.0,-47.8,-11.8
X-015,GC,BYL719 + LJM716,49.6,21.6,21.0,-76.5,-8.9
X-015,GC,BYL719 + LJM716,42.3,22.0,26.0,-80.0,-7.2
X-015,GC,BYL719 + LJM716,12.9,22.3,30.0,-93.9,-5.9
X-015,GC,BYL719 + LJM716,7.2,21.9,34.0,-96.6,-7.6
X-015,GC,BYL719 + LJM716,7.9,23.0,37.0,-96.3,-3.0
X-015,GC,BYL719 + LJM716,0.0,19.0,136.0,-100.0,-19.8
X-015,GC,CLR457,214.6,23.7,0.0,0.0,0.0
X-015,GC,CLR457,198.3,20.7,3.0,-7.6,-12.7
X-015,GC,CLR457,239.5,22.0,7.0,11.6,-7.2
X-015,GC,CLR457,227.4,21.4,10.0,6.0,-9.7
X-015,GC,CLR457,311.1,22.4,14.0,45.0,-5.5
X-015,GC,CLR457,351.7,22.2,16.0,63.9,-6.3
X-015,GC,CLR457,373.3,23.5,21.0,74.0,-0.8
X-015,GC,CLR457,461.6,22.2,26.0,115.1,-6.3
X-015,GC,CLR457,457.9,22.2,30.0,113.4,-6.3
X-015,GC,CLR457,594.4,23.0,34.0,177.0,-3.0
X-015,GC,CLR457,610.8,22.7,37.0,184.6,-4.2
X-015,GC,CLR457,817.9,23.1,41.0,281.1,-2.5
X-015,GC,HDM201,300.7,26.6,0.0,0.0,0.0
X-015,GC,HDM201,572.1,28.2,5.0,90.3,6.0
X-015,GC,HDM201,737.3,27.5,8.0,145.2,3.4
X-015,GC,HDM201,1055.1,28.6,12.0,250.9,7.5
X-015,GC,"figitumumab""",270.1,25.1,0.0,0.0,0.0
X-015,GC,"figitumumab""",172.7,26.0,5.0,-36.1,3.6
X-015,GC,"figitumumab""",183.0,25.6,8.0,-32.2,2.0
X-015,GC,"figitumumab""",209.1,25.8,12.0,-22.6,2.8
X-015,GC,"figitumumab""",231.6,26.7,15.0,-14.3,6.4
X-015,GC,"figitumumab""",300.0,26.4,19.0,11.1,5.2
X-015,GC,"figitumumab""",328.2,25.8,22.0,21.5,2.8
X-015,GC,"figitumumab""",452.4,26.3,26.0,67.5,4.8
X-015,GC,"figitumumab""",440.7,26.3,29.0,63.2,4.8
X-015,GC,"figitumumab""",473.0,26.1,32.0,75.1,4.0
X-015,GC,"figitumumab""",529.4,27.0,38.0,96.0,7.6
X-015,GC,"figitumumab""",627.2,26.6,42.0,132.2,6.0
X-015,GC,"figitumumab""",644.6,25.8,46.0,138.7,2.8
X-015,GC,"figitumumab""",768.0,26.7,49.0,184.3,6.4
X-015,GC,"figitumumab""",827.4,26.7,54.0,206.3,6.4
X-015,GC,"figitumumab""",912.3,26.0,58.0,237.8,3.6
X-015,GC,"figitumumab""",911.0,26.9,63.0,237.3,7.2
X-015,GC,"figitumumab""",931.8,26.7,67.0,245.0,6.4
X-015,GC,"figitumumab""",930.7,27.1,71.0,244.6,8.0
X-015,GC,"figitumumab""",1248.2,27.8,75.0,362.1,10.8
X-015,GC,HSP990,234.1,24.0,0.0,0.0,0.0
X-015,GC,HSP990,249.5,24.9,3.0,6.6,3.7
X-015,GC,HSP990,313.9,24.9,7.0,34.1,3.7
X-015,GC,HSP990,374.3,25.2,10.0,59.9,5.0
X-015,GC,HSP990,455.8,25.6,14.0,94.7,6.7
X-015,GC,HSP990,427.5,25.0,17.0,82.6,4.2
X-015,GC,HSP990,526.4,25.4,20.0,124.9,5.8
X-015,GC,HSP990,743.7,27.2,26.0,217.7,13.3
X-015,GC,HSP990,727.5,27.8,30.0,210.8,15.8
X-015,GC,HSP990,778.9,26.6,34.0,232.7,10.8
X-015,GC,HSP990,869.2,27.4,37.0,271.3,14.2
X-015,GC,HSP990,945.0,27.8,42.0,303.7,15.8
X-015,GC,HSP990,1167.3,28.4,46.0,398.6,18.3
X-015,GC,HSP990,1175.3,27.5,51.0,402.1,14.6
X-015,GC,HSP990,1184.3,27.0,55.0,405.9,12.5
X-015,GC,HSP990,1225.5,26.7,59.0,423.5,11.3
X-015,GC,HSP990,1193.1,27.4,63.0,409.7,14.2
X-015,GC,INC280 + trastuzumab,204.4,23.1,0.0,0.0,0.0
X-015,GC,INC280 + trastuzumab,367.2,24.2,4.0,79.6,4.8
X-015,GC,INC280 + trastuzumab,291.1,23.5,7.0,42.4,1.7
X-015,GC,INC280 + trastuzumab,542.0,23.7,11.0,165.2,2.6
X-015,GC,INC280 + trastuzumab,434.2,22.7,13.0,112.4,-1.7
X-015,GC,INC280 + trastuzumab,724.1,24.1,18.0,254.3,4.3
X-015,GC,INC280 + trastuzumab,999.1,23.8,23.0,388.8,3.0
X-015,GC,INC280 + trastuzumab,1274.9,24.3,27.0,523.7,5.2
X-015,GC,INC280 + trastuzumab,1337.2,24.8,31.0,554.2,7.4
X-015,GC,INC280,200.0,22.5,0.0,0.0,0.0
X-015,GC,INC280,286.8,23.6,4.0,43.4,4.9
X-015,GC,INC280,446.1,23.5,7.0,123.1,4.4
X-015,GC,INC280,649.0,23.0,11.0,224.5,2.2
X-015,GC,INC280,640.8,22.7,13.0,220.4,0.9
X-015,GC,INC280,636.1,24.0,18.0,218.1,6.7
X-015,GC,INC280,834.8,24.1,23.0,317.4,7.1
X-015,GC,INC280,997.7,23.7,27.0,398.9,5.3
X-015,GC,INC280,1070.2,23.9,31.0,435.1,6.2
X-015,GC,LEE011,273.9,25.6,0.0,0.0,0.0
X-015,GC,LEE011,281.6,26.4,3.0,2.8,3.1
X-015,GC,LEE011,417.6,25.6,7.0,52.5,0.0
X-015,GC,LEE011,417.9,25.4,10.0,52.6,-0.8
X-015,GC,LEE011,522.4,25.5,14.0,90.7,-0.4
X-015,GC,LEE011,505.0,26.6,17.0,84.4,3.9
X-015,GC,LEE011,552.0,25.9,20.0,101.5,1.2
X-015,GC,LEE011,745.9,25.4,26.0,172.3,-0.8
X-015,GC,LEE011,676.6,24.1,30.0,147.0,-5.9
X-015,GC,LEE011,673.2,24.0,34.0,145.8,-6.2
X-015,GC,LEE011,727.5,24.3,37.0,165.6,-5.1
X-015,GC,LEE011,771.4,24.0,42.0,181.6,-6.2
X-015,GC,LEE011,859.6,24.3,46.0,213.8,-5.1
X-015,GC,LEE011,989.4,25.5,51.0,261.2,-0.4
X-015,GC,LEE011,1096.9,26.1,55.0,300.5,2.0
X-015,GC,LEE011,1127.6,24.9,59.0,311.7,-2.7
X-015,GC,LEE011,1342.5,25.8,63.0,390.1,0.8
X-015,GC,LEE011 + everolimus,215.1,24.1,0.0,0.0,0.0
X-015,GC,LEE011 + everolimus,239.3,22.5,3.0,11.3,-6.6
X-015,GC,LEE011 + everolimus,245.0,21.4,7.0,13.9,-11.2
X-015,GC,LEE011 + everolimus,391.3,20.8,10.0,81.9,-13.7
X-015,GC,LEE011 + everolimus,244.5,20.7,16.0,13.7,-14.1
X-015,GC,LEE011 + everolimus,280.5,20.8,21.0,30.4,-13.7
X-015,GC,LEE011 + everolimus,316.1,20.0,26.0,47.0,-17.0
X-015,GC,LEE011 + everolimus,307.8,18.4,30.0,43.1,-23.7
X-015,GC,LJM716,237.3,24.5,0.0,0.0,0.0
X-015,GC,LJM716,228.6,23.5,3.0,-3.7,-4.1
